"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032368","regulation of lipid transport","3/18","156/18986",0.0192307692307692,20.284188034188,7.45022312413281,0.000405544500716559,0.00578306458021813,0.00337242269016928,"APOC3/ADIPOQ/APOC2",3
"GO:0010743","regulation of macrophage derived foam cell differentiation","2/18","33/18986",0.0606060606060606,63.9259259259259,11.1449567163398,0.000440502158419304,0.00592600073496158,0.00345577661520606,"ADIPOQ/CRP",2
"GO:0034368","protein-lipid complex remodeling","2/18","33/18986",0.0606060606060606,63.9259259259259,11.1449567163398,0.000440502158419304,0.00592600073496158,0.00345577661520606,"APOC3/APOC2",2
"GO:0034369","plasma lipoprotein particle remodeling","2/18","33/18986",0.0606060606060606,63.9259259259259,11.1449567163398,0.000440502158419304,0.00592600073496158,0.00345577661520606,"APOC3/APOC2",2
"GO:0034383","low-density lipoprotein particle clearance","2/18","34/18986",0.0588235294117647,62.0457516339869,10.9748391259678,0.000467770819280314,0.006176307299016,0.00360174412506285,"APOC3/ADIPOQ",2
"GO:0034367","protein-containing complex remodeling","2/18","35/18986",0.0571428571428571,60.2730158730159,10.8119932110956,0.000495842084342576,0.00631313225243316,0.00368153427284431,"APOC3/APOC2",2
"GO:0060191","regulation of lipase activity","2/18","35/18986",0.0571428571428571,60.2730158730159,10.8119932110956,0.000495842084342576,0.00631313225243316,0.00368153427284431,"APOC3/APOC2",2
"GO:0010984","regulation of lipoprotein particle clearance","2/18","36/18986",0.0555555555555556,58.5987654320988,10.6559114019598,0.000524714577705315,0.00656353498076999,0.00382755786137764,"APOC3/APOC2",2
"GO:0010742","macrophage derived foam cell differentiation","2/18","38/18986",0.0526315789473684,55.5146198830409,10.3622455956486,0.000584857753936656,0.00718971687166959,0.0041927189256802,"ADIPOQ/CRP",2
"GO:0046461","neutral lipid catabolic process","2/18","39/18986",0.0512820512820513,54.0911680911681,10.2238657798959,0.000616125693206371,0.00720160031567446,0.00419964881478027,"APOC3/APOC2",2
"GO:0046464","acylglycerol catabolic process","2/18","39/18986",0.0512820512820513,54.0911680911681,10.2238657798959,0.000616125693206371,0.00720160031567446,0.00419964881478027,"APOC3/APOC2",2
"GO:0090077","foam cell differentiation","2/18","39/18986",0.0512820512820513,54.0911680911681,10.2238657798959,0.000616125693206371,0.00720160031567446,0.00419964881478027,"ADIPOQ/CRP",2
"GO:0045923","positive regulation of fatty acid metabolic process","2/18","40/18986",0.05,52.7388888888889,10.0906492368485,0.000648189373575549,0.00745417779611882,0.00434694062075284,"ADIPOQ/APOC2",2
"GO:0070328","triglyceride homeostasis","2/18","44/18986",0.0454545454545455,47.9444444444444,9.60347496920862,0.000784374176386654,0.00877960713265656,0.00511987128869763,"APOC3/APOC2",2
"GO:0006869","lipid transport","4/18","459/18986",0.00871459694989107,9.1919632050351,5.47296370163058,0.000788071327475483,0.00877960713265656,0.00511987128869763,"APOL1/APOC3/ADIPOQ/APOC2",4
"GO:0055090","acylglycerol homeostasis","2/18","45/18986",0.0444444444444444,46.879012345679,9.49182336518541,0.000820396079286204,0.00899911391586252,0.00524787775413847,"APOC3/APOC2",2
