"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"COAGULATION","COAGULATION","4/10","138/4384",0.0289855072463768,12.7072463768116,6.68114123197877,0.000170363313573446,0.00170363313573446,0.0016139682338537,"345/1311/344/7018",4
